unidade_origem,unidade_responsavel,dia_semana,mes_fato,ano_fato,data_fato,consolidado,especificacao_crime,causa_presumivel,meio_empregado_sisp,bairros,local_ocorrencia,vit_fx_etaria,vit_sexo,vit_cor_pele,vit_grau_inst,grau_de_relacionamento,relato,aut_sexo,turno,periodo,consolidado_stratified
Nao informado,Nao informado,QUI,JULHO,2021,2021-07-29,AMEACA,Nao informado,OUTRAS,SEM INSTRUMENTO,MARACACUERA,OUTROS LOCAIS,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,NAO INFORMADO,NAO INFORMADO,"O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS FOI VITIMA DE AMEACA, CONFORME O SEGUINTE RELATO: PRIMEIRAMENTE, UM DIA ANTES FUI AMEACADA DE SER AGREDIDA...POR IVANA BARROSO.HOJE A MESMA DENOMINADA DE : IVANA BARROSO MIRANDA.MAIS 1 CUNHADA DA MESMA E DUAS SOBRINHAS DE SOBRE NOME : OLIVEIRA MIRANDAADENTRARAM NO ME LOCAL DE TRABALHO ME AGREDINDO COM SOCOS E PUXAO DE CABELO.OCASIONANDO ESCORIACOES E FERIMENTOS..E COMO CONSEQUEENCIA POSSIVEL DEMISSAO",Nao informado,TARDE,2 SEMESTRE DE 2021,AMEACA
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,SEX,SETEMBRO,2020,2020-09-04,VIOLENCIA PSICOLOGICA,Nao informado,CIÚME,OUTROS MEIOS,CABANAGEM,RESIDENCIA PARTICULAR,ADULTO II (25 A 29 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<p>A comunicante informa que viveu em união estável, durante três anos e um mês com o nacional <b>JOABE RAMOM RIBEIRO ALVES</b>, <i>nacional de: BRASIL, natural de: BELÉM-PA, ensino médio completo, trabalha com assistência de celular, renda de R$-3.500,00, filiação: SANDRA MARIA DO ROSARIO RIBEIRO e LEVI MATEUS DA SILVA ALVES, CPF: 008.482.752-78 (RECEITA FEDERAL/PA), Identidade: 6048510 (PC/PA), endereço: Vinte e Um, N. qd. 21. cs 02, LOJA E ASSISTENCIA DE CELULAR, AO LADO DO SUPERMERCADO EL SHANDAY, MANGUEIRÃO, BELÉM - PA, CEP: 66640145, contatos:celular: 91 98727-2269, nascido em: 05/03/1992 (28 anos)&nbsp;</i>,&nbsp;estando no 8º mês de gestação esperando um filho do mesmo, ocorre que, desde o início JOABE se mostrou uma descontrolada, agressivo, abusivo, já lhe ameaçou várias vezes de acabar com sua vida, vai colocar tudo a perder, de colocar fogo na casa, porém, a comunicante sempre dava uma chance pensando que ele iria mudar, já que, o casal fazia acompanhamento com psicólogo, porém, a situação foi ficando insustentável, chegando ao ponto de JOABE lhe jogar água na cama estando a comunicante grávida. QUE, a comunicante passou a desconfiar que JOABE estava tendo relacionamentos extra-conjugais, e no dia de hoje, pegou o celular de JOABE, e ao olhar as mensagens confirmou que ele realmente estava lhe traindo, pois, dizia que queria ir novamente para a casa de duas mulheres, bem como, dizia que queria voltar a manter relações sexuais com sua ex-mulher; QUE, a comunicante entrou em um Uber dizendo que iria devolver o celular posteriormente; QUE, JOABE foi atrás e a comunicante chamou a polícia, porém, afirma que no dia de hoje, JOABE não cometeu nenhum crime, bem como, a comunicante devolveu o aparelho celular para o mesmo; QUE, há uma semana a comunicante mandou JOABE sair de casa; QUE, foi orientada sobre as <b>medidas protetivas de urgência e as requereu, sendo as seguintes: I- CONTRA O AGRESSOR: 3) Proibição de determinadas condutas, entre as quais: a. aproximação da ofendida, de seus familiares e das testemunhas, fixando o limite máximo de distância entre estes e o agressor; b. contato com a ofendida, seus familiares e testemunhas por qualquer meio de comunicação</b>; QUE, foi oferecido abrigo do Estado que não aceitou, pois vai ficar com seus familiares; QUE, deseja receber intimação/citação via WhatsApp n. 91 9.8526-0428. Comunicação para fins cabíveis.</p>",Nao informado,MANHA,2 SEMESTRE DE 2020,VIOLENCIA PSICOLOGICA
Nao informado,Nao informado,TER,OUTUBRO,2021,2021-10-05,LESAO CORPORAL,VIOLENCIA DOMESTICA,OUTRAS,OUTROS MEIOS,PARACURI,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,TIO(A),"<P>/// A RELATORA ACIMA IDENTIFICADA, COMUNICA NESTA SECCIONAL DE ICOARACI QUE NA DATA E HORA SUPRACITADOS FOI AGREDIDA FISICAMENTE POR SEU TIO FELIPE MORAES DOS SANTOS, O QUAL APLICOU SOCOS E TAPAS NO ROSTA DA RELATORA, ALEM DE TER LHE JOGADO NO CHAO; QUE O MOTIVO DAS AGRESSOES FOI QUE A RELATORA AO CHEGAR EM SUA CASA FOI INTERPELADA POR SUA AVO, DEVIDO A RELATORA NAO TER ESTENDIDO SUAS ROUPAS, POIS SE FIZESSE IRIA CHEGAR ATRASADA EM SEU TRABALHO; QUE A RELATORA RESPONDEU QUE JA IRIA ESTENDER A ROUPA, OCASIAO EM QUE SEU TIO VIU E PARTIU PARA AGRESSAO CONTRA A RELATORA. ESCLARECE QUE A RELATORA RESIDE NOS FUNDOS DA CASA DE SUA AVO; QUE SEU TIO RESIDE NA RUA DOIS DE DEZEMBRO, QUADRA 02, CASA 07, BAIRRO DO PARACURI, ICOARACI. REGISTRA-SE.</P>",M,NOITE,2 SEMESTRE DE 2021,LESAO CORPORAL
Nao informado,Nao informado,SAB,AGOSTO,2023,2023-08-26,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TELEGRAFO,RESIDENCIA PARTICULAR,IDOSO (65 ANOS OU MAIS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS, OCORREU O CRIME DE AMEACA, CONFORME O SEGUINTE RELATO:<BR><BR>FOMOS SURPREENDIDOS POR UM HOMEM GRITANDO E CHUTANDO A GRADE DA CASA, QUERENDO ARROMBAR COM UM PEDACO DE PAU. SEM ENTENDERMOS NADA EU E MINHA FAMILIA FOMOS OLHAR O QUE ESTAVA ACONTECENDO E O HOMEM COMECOU A FAZER AMEACAS E XINGAMENTOS PEDINDO PARA QUE SAISSEMOS PARA RESOLVER COM ELE LA FORA. CHAMOU UM MONTE DE PALAVROES, INSULTOU, AGREDIU VERBALMENTE A MIM E MINHA FAMILIA. DESCOBRIMOS QUE ELE PROCURAVA UMA PESSOA QUE MORA AO LADO DA MINHA CASA MAS SE REPORTOU A MINHA RESIDENCIA COM PALAVRAS DE AGRESSAO MORAL E FISICA A PESSOAS IDOSAS E TODOS QUE NA MINHA CASA ESTAVAM. A CENA FOI PRESENCIADA POR VARIOS VIZINHOS. O HOMEM ESTAVA VISIVELMENTE ALCOOLIZADO E TRANSTORNADO PROFERINDO DIVERSAS PALAVRAS DE BAIXO CALAO DESRESPEITANDO A MIM QUE SOU IDOSA E MINHA FAMILIA.<BR><BR>SEGUE ABAIXO AS INFORMACOES DO(S) ENVOLVIDO(S) NO FATO:<BR><BR><B>COMUNICANTE / VITIMA 1</B><BR>NOME: MARIA DAS GRACAS DE SOUZA MONTEIRO<BR>SEXO: F<BR>DATA DE NASCIMENTO: 13/04/1948<BR>MAE: LEA DE SOUZA MONTEIRO<BR>ENDERECO: PASSAGEM ISABEL, 202 - TELEGRAFO SEM FIO - BELEM/PA - 66113242<BR>CONTATOS: 91 99811-0804 - SUZIANE_MONTEIRO@HOTMAIL.COM<BR><BR><B>TESTEMUNHA 1</B><BR>NOME: SUZIANE MONTEIRO VIEIRA<BR>SEXO: F<BR>DATA DE NASCIMENTO: 17/11/1981<BR>MAE: MARIA DAS GRACAS DE SOUZA MONTEIRO<BR>ENDERECO: PASSAGEM ISABEL, 202 - TELEGRAFO SEM FIO - BELEM/PA - 66113242<BR>CONTATOS: 91 99811-0804 - SUZIANE_MONTEIRO@HOTMAIL.COM<BR><BR><B>SUSPEITO 1</B><BR>NOME: KAUA ANJOS<BR>SEXO: M<BR>CONTATOS: NAO INFORMADO<BR>CUTIS: BRANCA<BR>TIPO DE PESCOCO: FINO NORMAL<BR>PESO: 71 A 90 KG<BR>TIPO DE LABIOS: FINOS NORMAL<BR>BIGODE: RASPADO<BR>TIPO DA ORELHA: GRANDES NORMAL<BR>BARBA: RASPADA<BR>COR DOS OLHOS: PRETOS<BR>TIPO DOS OLHOS: REDONDOS<BR>BOCA: NORMAL<BR>SOBRANCELHA: SEPARADAS GROSSAS<BR>NARIZ: ARREBITADO<BR>TIPO DA TESTA: CURTA NORMAL<BR>ROSTO: COMPRIDO<BR>COR DO CABELO: PRETOS<BR>TIPO DO CABELO: LISOS<BR>COMPLEICAO: MEDIO<BR>ALTURA: 1,71 A 1,80<BR>IDADE APARENTE: 27<BR>DESCRICAO DA VESTIMENTA: BLUSA PRETA DO TIME PAYSANDU E SHORT MESCLADO COM AZUL ESTILO SURFISTA<BR><BR></P>",Nao informado,NOITE,2 SEMESTRE DE 2023,AMEACA
Nao informado,Nao informado,SEX,AGOSTO,2021,2021-08-13,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,JURUNAS,VIA PUBLICA,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA ACIMA QUALIFICADA VEIO A ESTA DEPOL JURUNAS COMUNICAR QUE FOI VITIMA DE AMEACA PELO EX MARIDO&NBSP; O SR LUAN GABRIEL DIAS NASCIMENTO , RESIDENTE NA SACRAMENTA ENFRENTE O ITERCENTER, O MESMO FALOU QUE IRIA VOLTAR AMANHA E MATA LA E LEVAR SEU FILHO MENOR&NBSP; DE DEZ MESES, A RELATORA QUESTIONOU&NBSP; E ELE SEGUROU A RELATORA QUASE QUEBRANDO SEU BRACO NAO MACHUCOU A CRIANCA POIS A RELATORA PROTEGENDO ,&NBSP;QUERIA LEVAR A CRIANCA A FORCA, A MESMA TEME POR SUA SEGURANCA&NBSP; E COMUNICA PARA FINS DE DIREITO////////////////////////////////////////</P>",Nao informado,NOITE,2 SEMESTRE DE 2021,AMEACA
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,QUA,FEVEREIRO,2019,2019-02-27,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,COQUEIRO,RESIDENCIA PARTICULAR,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO SUPERIOR COMPLETO,NAO INFORMADO,0,Nao informado,MADRUGADA,1 SEMESTRE DE 2019,AMEACA
Nao informado,Nao informado,TER,FEVEREIRO,2021,2021-02-23,AMEACA,Nao informado,ÓDIO OU VINGANÇA,OUTROS MEIOS,SACRAMENTA,RESIDENCIA PARTICULAR,ADULTO II (25 A 29 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>COMPARECEU NESTA ESPECIALIZADA A DECLARANTE A ACIMA QUALIFICADA PARA REGISTRAR QUE E CASADA HA 10 ANOS COM O SR. ROMULO BARRA MIRANDA, 28 ANOS, CPF 018708172-73, NASCIDO EM 17/11/1992, FILIACAO: SANDRA MARIA BARRA MIRANDA, NATURAL DE BELEM/PA, AUTONOMO, RESIDENTE NA PASSAGEM BOM JESUS, Nº 06, BAIRRO : SACRAMENTA, BELEM/PA, POSSUEM UMA FILHA COM A IDADE DE 08 ANOS. OCORRE QUE ULTIMAMENTE CONVIVEM EM UM RELACIONAMENTO CONTURBADO E NA ATA DE 23/02/2021 POR VOLTA DE 22:00 H, A DECLARANTE ESTAVA DEITADA QUANDO O SEU CONJUGE COMECOU A PERGUNTAR SE ELA IRIA ESPERAR PARA ACONTECER UM A TRAGEDIA PRA SAIR DO LAR CONJUGAL, QUE A DECLARANTE EM ATO CONTINUO FOI PARA A RESIDENCIA DE FAMILIARES DELE JUNTAMENTE COM A FILHA DO CASAL. QUE NO MOMENTO EM QUE SAIA O DECLARADO TENTOU FICAR COM A CHAVE DA CASA PARA QUE A OFENDIDA NAO PUDESSE RETORNAR. QUANTO A AMEACA NAO REPRESENTARA CRIMINALMENTE CONTRA O SR. ROMULO BARRA MIRANDA.QUE NAO REQUERERA AS MEDIDAS PROTETIVAS DE URGENCIA. REGISTRA APENAS PARA FINS DE DIREITO .//</P>",Nao informado,NOITE,1 SEMESTRE DE 2021,AMEACA
TERRA FIRME - UNIDADE INTEGRADA PROPAZ - 1ª RISP - 6ª AISP,TERRA FIRME - UNIDADE INTEGRADA PROPAZ - 1ª RISP - 6ª AISP,SEG,NOVEMBRO,2019,2019-11-11,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TERRA FIRME,VIA PUBLICA,ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO MEDIO INCOMPLETO,NAO INFORMADO,"<p>A cidadã acima qualificada comunica nesta UIPP Terra Firme que vem sendo ameaçada pelo nacional conhecido como “BARRIGA”, residente na PASS STA LUZIA, 49, ENTRE SÃO DOMINGOS E LAURO SODRÉ, TERRA FIRME, o qual, devido à relatora não pagar a taxa que o mesmo cobra para residir no local, lhe ameaça dia e noite, QUE ZÉ LUIZ e LILIANE também a ameaçam. Registra-se.</p>",Nao informado,TARDE,2 SEMESTRE DE 2019,AMEACA
Nao informado,Nao informado,QUA,JUNHO,2023,2023-06-21,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,SAO JOAO DO OUTEIRO,OUTROS LOCAIS,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL INCOMPLETO,NAO INFORMADO,"<P>A COMUNICANTE ACIMA QUALIFICADA A SENHORA NIKOLLY PINHEIRO DA SILVA, FILIACAO: WANESSA ROSA PINHEIRO, NASCIDA: 29/09/2001, CPF: 054.387.962-38, RG: 8448947, TELEFONE: 91 98844-1224, ENDERECO: RUA JOSE SOARES MONTENEGRO (PROXIMO AO MERCADINHO DO LEAO, NA RUA DA ESCOLA MADALENA), BAIRRO AGULHA, CASA Nº 125, CEP: 66811220.; QUE COMPARECEU A ESTA ESPECIALIZADA PARA COMUNICAR QUE CONVIVEU 8 MESES MARITALMENTE COM O NACIONAL FERNANDO JOSE DA SILVA DO ROSARIO, FILIACAO: MARIA JANDIRA DA SILVA DO ROSARIO, RG: 7370421-0, NASCIDO: 08/08/1997, TELEFONE: 91 98982-9807/ 91 99961-0864, ENDERECO: AVENIDA PAULO COSTA, TRAVESSA SAO SEBASTIAO, BAIRRO: AGUA BOA-OUTEIRO, CASA Nº 1793, CEP: 66843600.; QUE A COMUNICANTE INFORMA TER UM FILHO DESTA RELACAO K.B.S.R (11 MESES) A ONDE NO MOMENTO O PAI ESTA COM O TERMO DE RESPONSABILIDADE.; QUE NO INICIO DA RELACAO O SR FERNANDO SE MOSTROU AMOROSO, MAS APOS UM MES COMECOU A FICAR VIOLENTO E AGRESSIVO COM A VITIMA.; QUE O MESMO TEM CIUMES EXCESSIVOS, E JA A AMEACOU (SE EU TE VER COM OUTRA PESSOA, EU VOU TE MATAR). TEXTUAIS.;// QUE A VITIMA RELATA TER APANHADO DURANTE O PERIODO QUE ESTAVA GRAVIDA DO SR FERNANDO, E O MESMO DIZ (SE TU QUISER DINHEIRO EU TE DOU PRA MATAR ESSA CRIANCA). TEXTUAIS.;// QUE ELE JA AGREDIU COM CHUTES, SOCOS, BATIA A CABECA DA VITIMA NA PAREDE, CORTOU O NARIZ COM A FACA (DE RASPAO).; QUE A VITIMA SENTIA MEDO DE DENUNCIA ANTES, POIS ELE SEMPRE A AMEACOU.; QUE O SR FERNANDO FAZ USO DE ALCOOL E DROGRA.; QUE PROIBIA A VITIMA DE TER CONTATO COM A SUA FAMILIA, AMIGOS, MAE, PROIBIA DE TER REDE SOCIAL OU QUALQUER OUTRO MEIO DE COMUNICACAO.; QUE A VITIMA TEME POR SUA VIDA, E ATE MESMO A DO SEU FILHO.; QUE NO DIA 12/05/2023 AS 22:00 HORAS O SR FERNANDO AMEACOU A VITIMA VIA WHATSAPP, (EU SO VOU DA UM TIRO DE OITAO). TEXTUAIS.;// QUE A VITIMA COMPARECEU NA DATA 21/06/2023 AS 10:30, NO CONSELHO TUTELAR DE OUTEIRO, E O SR FERNANDO TAMBEM.; QUE O SR FERNANDO ENTREGOU A CRIANCA A MAE.; QUE A MAE DA VITIMA PRESENCIOU A SRA IZAURINA ROSA PINHEIRO,TELEFONE: 91 98620-8388, ENDERECO: RUA JOSE SOARES MONTENEGRO (PROXIMO AO MERCADINHO DO LEAO, NA RUA DA ESCOLA MADALENA), BAIRRO AGULHA, CASA Nº 125, CEP: 66811220.; QUE DESEJA REPRESENTAR CRIMINALMENTE.; QUE FOI OFERECIDO ABRIGO MAS NAO FOI ACEITO PELA VIIMA.; REGISTRA-SE PARA PROVIDENCIAS.</P>",Nao informado,MANHA,1 SEMESTRE DE 2023,AMEACA
DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,DELEGACIA ESPECIALIZADA NO ATENDIMENTO A MULHER - DEAM,TER,JUNHO,2020,2020-06-16,AMEACA,Nao informado,OUTRAS,OUTROS MEIOS,TAPANA,"CAFE, BAR, RESTAURANTE, ETC",ADULTO IV (35 A 64 ANOS),F,PREJUDICADO,ENSINO FUNDAMENTAL COMPLETO,NAO INFORMADO,0,Nao informado,TARDE,1 SEMESTRE DE 2020,AMEACA
Nao informado,Nao informado,SAB,DEZEMBRO,2021,2021-12-04,ESTUPRO DE VULNERAVEL,MENOR,AMBIÇÃO,SEM INSTRUMENTO,TENONE,RESIDENCIA PARTICULAR,ADOLESCENTE (12 A 17 ANOS),F,PREJUDICADO,PREJUDICADO,NAO INFORMADO,"<P>NA QUALIDADE DE AUTORIDADE POLICIAL EM DECORRENCIA DO TEOR DO <B>BOP 544/2021.100535-0</B> , QUE TRATA DE&NBSP; ABUSO SEXUAL CONTRA A ADOLESCENTE ROSANA CRISTINA OLIVEIRA MARQUES, TENDO COMO ACUSADO O SR. <B>JORGE MACHADO MARQUES</B>, REGISTRA-SE PARA FINS DE TOMBAMENTO.</P>",M,MANHA,2 SEMESTRE DE 2021,ESTUPRO DE VULNERAVEL
Nao informado,Nao informado,QUA,FEVEREIRO,2021,2021-02-17,AMEACA,Nao informado,OUTRAS,SEM INSTRUMENTO,CIDADE VELHA,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,NAO INFORMADO,NAO INFORMADO,"O RELATOR ACIMA QUALIFICADO COMUNICA, ATRAVES DA DELEGACIA VIRTUAL, QUE NO DIA E HORA ACIMA MENCIONADOS FOI VITIMA DE AMEACA, CONFORME O SEGUINTE RELATO: VENHO SENDO AMEACADA E RECEBENDO VARIAS MENSAGENS E LIGACOES DESDE O DIA 26/01/2021 DA ROSEANE RODRIGUES VIRGOLINO, MAE DO MEU EX MARIDO, QUE JA ENTREI COM PROCESSO DA LEI MARIA DA PENHA CONTRA ELE, ELA VEM ME AMEACANDO ME XINGANDO FALANDO QUE O FILHO VAI ME DEIXAR NA MISERIA QUE IREI MORAR EM BAIXO DA PONTE PORQUE ELE NAO IRA DA UM CENTAVO PARA MIM, ELA MANDOU MENSAGEM NA DATA DE HOJE DIZENDO QUE EU VOU PAGAR ESPERA POR ESPERAR ELA REPETE VARIAS VEZES PARA EU TOMAR CUIDADO MUITO CUIDADO, TEMO PELA MINHA VIDA PORQUE SEI QUE O MEU EX RODRIGO VIRGOLINO LOPES TEM UMA PESSOA PERTO DE ONDE ESTOU QUE PODE FAZER O MAL CONTRA MIM A MANDO DELE.",Nao informado,TARDE,1 SEMESTRE DE 2021,AMEACA
Nao informado,Nao informado,QUI,MAIO,2022,2022-05-19,IMPORTUNACAO SEXUAL,Nao informado,DEVASSIDÃO,SEM INSTRUMENTO,MARACACUERA,RESIDENCIA PARTICULAR,ADULTO I (18 A 24 ANOS),F,PREJUDICADO,ENSINO MEDIO COMPLETO,NAO INFORMADO,"<P>A RELATORA EM EPIGRAFE VEIO ATE ESTA ESPECIALIZA FORMALIZAR DENUNCIA CONTRA O ADOLESCENTE<B> GABRIEL DE SOUZA BELO</B>, 14 ANOS, FILHO DE GREGORIO E RITA DE CASSIA, RESIDENTE A QUADRA L, BAIRRO MARACACUERA, NAO SABENDO INFORMAR O NUMERO; QUE A DECLARANTE NAMORA O ENDEO HA QUATRO ANOS, E RESIDE NA CASA DOS PAIS DELE, COM O MESMO; QUE GABRIEL E PRIMO DE ENDEO E TEM ACESSO LIVRE A CASA; QUE NA TARDE DE ONTEM POR VOLTA DE 17:00 A DECLARANTE ESTAVA EM CASA TOMANDO BANHO, QUANDO LEVANTOU A CABECA E VIU UM CELULAR LHE FILMANDO PELO BALANCIM DO BANHEIRO; QUE IMEDIATAMENTE A DECLARANTE ABRIU A PORTA E VIU QUE ERA GABRIEL LHE FILMANDO NUA; QUE GABRIEL SAIU CORRENDO E A DECLARANTE SE EMBRULHOU NA TOALHA E SAIU DO BANHEIRO; QUE SEU SOGRO, SIMEAO ESTAVA SENTADO NA PORTA DE CASA, COMO FAZ TODAS AS TARDES, E A DECLARANTE PERGUNTOU A ELE SE TINHA VISTO GABRIEL E O MESMO RESPONDEU QUE SIM; QUE A DECLARANTE EXPLICOU A ELE O QUE TINHA ACA ADO DE ACONTECER, E O MESMO FALOU: “E FOI ELE MESMO, PORQUE NAO ENTROU OUTRA PESSOA AQUI” (TEXTUAIS); QUE “MINHA SOGRA E MEU SOGRO VIRAM O CELULAR DELE E DISSERAM QUE NAO VIRAM NADA, E O MENINO FICOU COM O CELULAR NA MAO FALANDO QUE NAO TINHA NADA, MAS ELES SAO IDOSOS, NAO TEM EXPERIENCIA COM TECNOLOGIA”; QUE SABE QUE MESMO QUANDO SE APAGA UMA MIDIA, ELA AINDA FICA NA PASTA “LIXEIRA”, MAS GABRIEL NAO DEIXOU MAIS NINGUEM PEGAR NO CELULAR DELE PARA OLHAR; QUE QUANDO FOI PELA PARTE DA NOITE, O PAI DE GABRIEL, GREGORIO, FOI ATE SUA CASA E CONVERSOU COM SEU SOGRO, PERGUNTADO O QUE TINHA ACONTECIDO; QUE GREGORIO DISSE: “OLHA, EU VI O CELULAR DELE, NAO TINHA NADA E A GENTE NAO PODE FAZER NADA, PORQUE NAO TINHA NADA LA” (TEXTUAIS); QUE NAO TEM CERTEZA SE GABRIEL AINDA TEM O VIDEO NO CELULAR “PORQUE AS PESSOAS QUE CONSEGUIRAM PEGAR O CELULAR DELE, NENHUMA DELAS SABE MEXER EM CELULAR” (TEXTUAIS); QUE GABRIEL NAO PERMITIU MAIS QUE NINGUEM PEGASSE NO CELULAR DELE, E NAO CHEGOU A VER O VIDEO, MAS AFIRMA QUE VIU O MESMO FILMANDO E SE SENTIU CONSTRANGIDA COM O FATO; QUE OS PAIS DE GABRIEL DISSERAM QUE NAO FARIAM NADA E MANDARAM QUE A DECLARANTE FOSSE ATRAS DE SEUS DIREITO. REGISTRE-SE.////</P>",Nao informado,TARDE,1 SEMESTRE DE 2022,IMPORTUNACAO SEXUAL
Nao informado,Nao informado,DOM,NOVEMBRO,2023,2023-11-26,LESAO CORPORAL,VIOLENCIA DOMESTICA,ÓDIO OU VINGANÇA,OUTROS MEIOS,BRASILIA,RESIDENCIA PARTICULAR,ADULTO III (30 A 34 ANOS),F,PREJUDICADO,ENSINO MEDIO INCOMPLETO,COMPANHEIRO(A),"<P>A COMUNICANTE ACIMA QUALIFICADA COMPARECEU A ESTA ESPECIALIZADA PARA COMUNICAR QUE FOI VITIMA DE LESAO CORPORAL POR PARTE DO SEU COMPANHEIRO O SENHOR NACIONAL AGRESSOR: RODRIGO DE LIMA AMARAL, FILIACAO: TEREZINHA DE JESUS, IDADE: 35 ANOS, PROFISSAO: TECNICO DE REFRIGERACAO DA EQS ENGENHARIA, ENDERECO:TRAVESSA BRASILIA, ENTRE COPACABANA E ROSA MARIA Nº1345 MUNICIPIO: BELEM, TELEF.: 91982553471; QUE A VITIMA RELATA QUE POSSUIA UMA RELACAO DE MAIS OU MENOS UM ANO COM O AGRESSOR, MAIS A RELACAO SEMPRE FOI CONTURBADA. A MESMA RELATA QUE SEU EX COMPANHEIRO A XINGAVA COM PALAVRAS DE BAIXO CALAO, ALEM DE SER AGREDIDA FISICAMENTE, E QUE POR ALGUMAS VEZES TERMINAVA O RELACIONAMENTO MAIS SEMPRE VOLTAVAM.; QUE NO ULTIMO DIA 26/11/2023, POR VOLTA DAS 20:00HS, A VITIMA RELATOU QUE SENTOU COM O RODRIGO PARA CONVERSAR SOBRE ALGO QUE NAO HAVIA GOSTADO DURANTE O DIA.; QUE A MESMA AFIRMA QUE ELE COMECOU A SE ALTERAR, COMECO A XINGAR: “PUTA, SAFADA E COMECOU A ME EMPURRAR” EM SEGUIDA A VITIMA JOGOU O CONTROLE NELE PARA SE DEFENDER.; QUE A VITIMA AFIRMA AINDA QUE O AGRESSOR A EMPURROU NA PAREDE, E RELATA: “BATEU A MINHA CABECA NA PAREDE, CAI NO CHAO E ELE ME CHUTOU E EM SEGUIDA ME ENFORCOU”.; QUE A VITIMA RELATA QUE AINDA PASSOU A NOITE NA CASA DO AGRESSOR E FOI EMBORA APENAS DA CASA NA SEGUNDA DIA 27/11/2023, ONDE FOI DIRETO PARA UPA DE OUTEIRO, POIS ESTAVA SENTIDO MUITAS DORES.; QUE APOS O OCORRIDO A VITIMA MANDOU MENSAGEM PARA O AGRESSOR PEDINDO ALGUMAS COISAS QUE FICARAM NA CASA E A VITIMA AFIRMA QUE RODRIGO A XINGOU A CHAMANDO DE: “LIXO, CACHORRA PUTA, QUE SE VENDE POR DINHEIRO”.QUE A VITIMA VERBALIZA QUE NA DATA DE ONTEM O CITADO LHE MANDOU MENSAGENS DIZER QUE IRIA DEIXAR AS COISA DA MESMA EM SEU LOCAL DE TRABALHO, POREM COMECOU A DEFERIR OS TEXTUAIS POR MENSAGENS “VAGABUNDA, JA ME FALARAM QUE TU TA COM OUTRO MACHO”.; QUE A VITIMA INFORMA TER APAGADO AS MENSAGENS NO MOMENTO DE RAIVA.; QUE RELATA QUE TEME POR SUA INTEGRIDADE FISICA E MENTAL, POIS O CITADO POSSUI UM HISTORICO DE AGRESSIVIDADE.; QUE NAO POSSUI TESTEMUNHA DO OCORRIDO.; QUE REQUER AS SEGUINTES MEDIDAS PROTETIVAS; 3) PROIBICAO DE DETERMINADAS CONDUTAS, ENTRE AS QUAIS: A. APROXIMACAO DA OFENDIDA, DE SEUS FAMILIARES E DAS TESTEMUNHAS, FIXANDO O LIMITE MAXIMO DE DISTANCIA ENTRE ESTES E O AGRESSOR; B. CONTATO COM A OFENDIDA, SEUS FAMILIARES E TESTEMUNHAS POR QUALQUER MEIO DE COMUNICACAO; C. FREQUENTAR DETERMINADOS LUGARES A FIM DE PRESERVAR A INTEGRIDADE FISICA E PSICOLOGICA DA OFENDIDA.</P>",M,NOITE,2 SEMESTRE DE 2023,LESAO CORPORAL
